UPRN,Unique Asset ID,Name of Building/Land,"Street
No.",Street Name,Locality,Postal Town,Postcode,Easting,Northing,Ownership,"occupied by
local
authority*
(physical
occupation
of the","ground
leasehold",leasehold,Licence,vacant,Other,"Land or land &
building"
10014284223,DUR/PL/01,Rangers Avenue play area,,Rangers Avenue,,Dursley,,X: 375936,Y: 197365,Freehold,,,,,,,Land
10014284153,CAM/PL/03,Woodfield play area,,Hadley Road,Cam,Dursley,,X: 374198,Y: 199789,Freehold,,,Lease out,,,,Land
10090803958,MIN/PL/01,Glebe Road play area,,Glebe Road,Minchinhampton,Stroud,,X: 387742,Y: 200846,Freehold,,,,,,,Land
,STR/LA/02,Summer Crescent play area,,Summer Crescent,,Stroud,,X: 386390,Y: 205351,Freehold,,,,,,,Land
10009416240,,The Tynings recreational area,,Tynings Road,Nailsworth,Stroud,,X: 384489,Y: 199723,Freehold,,,,,,,Land
10090803959,,Bunting Hill MUGA,,Bunting Hill,Nailsworth,Stroud,,X: 384008,Y: 199844,Freehold,,,,,,,Land
10014284211,NAI/PL/01,Bunting Hill play area,,Bunting Hill,Nailsworth,Stroud,,X: 383991,Y: 199816,Freehold,,,,,,,Land
10014284212,,Nortonwood play area,,Badgers Way,Nailsworth,Stroud,,X: 384015,Y: 200194,Freehold,,,,,,,Land
10009416986,STR/PL/01,Archway Gardens play area,,Archway Gardens,Paganhill,Stroud,,X: 383992,Y: 205700,Freehold,,,,,,,Land
10014284251,,Ashgrove Close play area,,Ashgrove Close,Hardwicke,Gloucester,,X: 380292,Y: 213216,Freehold,,,,,,,Land
,,The Daffodils - land at,,The Daffodils,Kings Stanley,Stonehouse,,X: 381879,Y: 203110,Freehold,,,,,,,Land
,,Eastfield Road - land to the rear of,,Eastfield Road,Minchinhampton,Stroud,,X: 387779,Y: 200956,Freehold,,,,,,,Land
10014284267,,Wharfdale Way play area,,Wharfdale way,,Stonehouse,,X: 380293,Y: 204854,Freehold,,,,,,,Land
10014284164,,Draycott -play area,,Draycott,Cam,Dursley,,X: 374756,Y: 200928,Freehold,,,,,,,Land
10001167963,WOT/MI/04,Fountain Crescent - land at,,Fountain Crescent,,Wotton-Under-Edge,,X: 376263,Y: 192944,Freehold,,,,,,,Land
,STO/LA/02,Midland Road/Festival Road - land at,,Midland Road,,Stonehouse,,X: 380104,Y: 205661,Freehold,,,,,,,Land
10014284152,ALK/AG/01,Church View - grass keep & allotment,,Church View,Newport,Berkeley,,X: 370130,Y: 197811,Freehold,,,,,,,Land
,CAM/LA/01,Millway - land to the south of,,Millway,Cam,Dursley,,X: 374905,Y: 199804,Freehold,,,,,,,Land
,CAM/LA/02,Lower Kingshill - land at,,Lower Kingshill,Cam,Dursley,,X: 375506,Y: 199108,Freehold,,,,,,,Land
10014284246,DUR/LA/01,Acacia Drive - open space,,Acacia Drive,,Dursley,,X: 375416,Y: 199167,Freehold,,,,,,,Land
10009416882,HOR/LA/01,Priory Fields - land at,,Priory Fields,Horsley,Stroud,,X: 383880,Y: 198023,Freehold,,,,,,,Land
10009414543,THR/LA/01,The Bourne - land at,,The Bourne,Brimscombe,Stroud,,X: 387874,Y: 202275,Freehold,,,,,,,Land
100121373372,CAM/MI/01,Former Ambulance Station site,,Marment Road,Cam,Dursley,GL11 6LA,X: 374152,Y: 199576,Freehold,,,,,,,Land & building
100121255564,CAI/MI/01,Cashes Green Youth and Social Centre,,Queens Drive,Cashes Green,Stroud,GL5 4NR,X: 383044,Y: 205489,Freehold,,,Lease out,,,,Land & building
,NAI/LA/07,"Concord, land adjacent",,Newmarket Road,Nailsworth,Stroud,,X: 384484,Y: 199435,Freehold,,,,Licence out,,,Land
,WOD/LA/01,Land adjacent Woodchester Primary School,,Southbank,Woodchester,Stroud,,X: 384088,Y: 202598,Freehold,,,Lease out,,,,Land
,WOD/LA/01,Southbank - land at,,Southbank,Woodchester,Stroud,,X: 384060,Y: 202601,Freehold,,,,,,,Land
200003108350,CAM/DL/03,Chapel Street - land at,,Chapel Street,Cam,Dursley,,X: 374976,Y: 200313,Freehold,,,,,,,Land
10014284256,NAI/AG/01,Miles Marling Field - Land at,,Nortonwood,Nailsworth,Stroud,,X: 383780,Y: 200348,Freehold,,,Lease out,,,,Land
,ROD/LA/01,Paynes Place - allotments,,Paynes Place,Rodborough,Stroud,,X: 383869,Y: 204670,Freehold,,,,,,,Land
,ALK/LA/01,Church View - land at,,Church View,Newport,Berkeley,,X: 370051,Y: 197940,Freehold,,,,,,,Land
,WHI/LA/01,Victory Road - land adjacent,,Victory Road,Whiteshill,Stroud,,X: 384110,Y: 207377,Freehold,,,,,,,Land
,STO/OS/02,Blackbird Court - land adjacent,,Blackbird Court,,Stonehouse,,X: 380948,Y: 205665,Freehold,,,Lease out,,,,Land
10001169333,MIN/LA/02,Summersfield Road - Land at the rear of,,Summersfield road,Minchinhampton,Stroud,,X: 387547,Y: 201072,Freehold,,,,Licence out,,,Land
,MIN/MI/00,The Bulwarks -land adjacent,,,Minchinhampton,Stroud,,X: 387793,Y: 200796,Freehold,,,,,,,Land
10009417103,CAI/MI/00,Orchard Road - land at,,Orchard Road,Ebley,Stroud,,X: 382435,Y: 204782,Freehold,,,,,,,Land
,CHA/LA/01,Aston View - land at,,Aston View,Chalford,Stroud,,X: 384059,Y: 202602,Freehold,,,,,,,Land
,,Church Close - land at,,Church Close,Cranham,Gloucester,,X: 389183,Y: 212457,Freehold,,,,,,,Land
,STO/MI/05,Burdett Close - Land at,,Burdett Close,,Stonehouse,,X: 380847,Y: 205227,Freehold,,,,,,,Land
,,Church Close - land at,,Church Close,Cranham,Gloucester,,X: 389187,Y: 212412,Freehold,,,,,,,Land
,,Highfield Road,,Highfield Road,,Stroud,,X: 386031,Y: 204625,Freehold,,,,,,,Land
,,College Road - land at,,College Road,Paganhill,Stroud,,X: 384133,Y: 205752,Freehold,,,,,,,Land
,STO/LA/01,Park Road/Severn Road - open space,,Park Road,,Stonehouse,,X: 380142,Y: 205714,Freehold,,,,,,,Land
,,Stanton Road - vacant garage site,,Stanton Road,Cashes Green,Stroud,,X: 383331,Y: 205536,Freehold,,,,,,,Land
,,Wharfdale Way - vacant garage site,,Wharfdale Way,,Stonehouse,,X: 380384,Y: 204843,Freehold,,,,,,,Land
,,Queens Drive - vacant garage site,,Queens Drive,Cashes Green,Stroud,,X: 383186,Y: 205522,Freehold,,,,,,,Land
,,Box Crescent - vacant garage site,,Box Crescent,Minchinhampton,Stroud,,X: 386547,Y: 200614,Freehold,,,,,,,Land
,1305,Lower Berrycroft - garages at,,Lower Berrycroft,,Berkeley,,X: 368374,Y: 199395,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1307,Jenner Court - garages at,,Jenner Court,,Berkeley,,,,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,1413,Draycott - garages at,,Draycott,Cam,Dursley,,X: 374732,Y: 200978,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1419,Glebelands - garages at,,Fairmead,Cam,Dursley,,,,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1425,Springfields -garages at,,Springfields,Cam,Dursley,,,,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1429,Tilsdown Close - garages at,,Tilsdown Close,Cam,Dursley,,X: 374545,Y: 199683,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1433,The Crapen - garages at,,The Crapen,Cam,Dursley,,X: 373970,Y: 199992,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,1439,Hague Avenue - garages at,,Hague Avenue,Cam,Dursley,,X:374543,Y: 199937,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1441,Marment Road - garages at,,Marment Road,Cam,Dursley,,X: 374162,Y: 199634,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1449,Tyndale Road - garages at,,Tyndale Road,Cam,Dursley,,X: 374144,Y: 199696,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1625,Acacia Drive - garages at,,Acacia Drive,,Dursley,,,,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1629,Kingsway - garages at,,Kingsway,,Dursley,,X: 375268,Y: 199231,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1633,Oak Drive - garages at,,Oak Drive,,Dursley,,,,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,1637,St Georges Road - garages at,,St Georges Road,,Dursley,,X: 375050,Y: 199143,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1639,Cambridge House - garages at,,Cambridge Avenue,,Dursley,,,,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,1645,Somerset Avenue - garages at,,Somerset Avenue,,Dursley,,X: 376087,Y: 197513,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1649,Welling Close - garages at,,Welling Close,,Dursley,,X: 376029,Y: 197370,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1805,Baylands - garages at,,Baylands,Newtown,Berkeley,,X: 367654,Y: 201962,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,1809,Hamfallow Court - garages at,,Hamfallow Court,Newtown,Berkeley,,X: 367540,Y: 201839,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,1905,Oakfield Way - garages at,,Oakfield Way,Sharpness,Berkeley,,X: 367615,Y: 202470,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,2307,Tyning Crescent - garages at,,Tyning Crescent,Slimbridge,Gloucester,,X: 374042,Y: 203093,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,2503,Lampern View - garages at,,Lampern View,Uley,Dursley,,X: 378599,Y: 198121,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,2505,Raglan Way - garages at,,Raglan Way,Uley,Dursley,,X: 378809,Y: 198461,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,2607,Dryleaze House - garages at,,Dryleaze House,,Wotton-Under-Edge,,X: 375230,Y: 193260,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,2609,Dryleaze Court - garages at,,Dryleaze Court,,Wotton-Under-Edge,,X: 375136,Y: 193438,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
10090803351,2623,Mount Pleasant - garages at,,Mount Pleasant,,Wotton-Under-Edge,,X: 376260,Y: 193199,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,2526,Pitman Place - garages at,,Pitman Place,,Wotton-Under-Edge,,X: 376221,Y: 192862,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,4325,Queens Drive - garages at,,Queens Drive,Cashes Green,Stroud,,X: 383191,Y: 205521,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,4405,Broadfield Road - garages at,,Broadfield Road,Eastington,Stonehouse,,X: 377599,Y: 205492,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,4503,Devereaux Crescent - garages at,,Devereaux Crescent,Ebley,Stroud,,X: 382397,Y: 205023,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5003,Elmgrove Estate - garages at,,Elmgrove Estate,Hardwicke,Gloucester,,X: 380313,Y: 213017,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5009,St Nicholas Court - garages at,,Elmgrove Estate,Hardwicke,Gloucester,,X: 380255,Y: 213113,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,5303,the Beeches - garages at,,The Beeches,Kings Stanley,Stonehouse,,X: 381081,Y: 203813,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,5311,Coldwell - garages at,,Coldwell,Kings Stanley,Stonehouse,,X: 381703,Y: 203144,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5313,Coldwell Close - garages at,,Coldwell Close,Kings Stanley,Stonehouse,,X: 381679,Y: 203115,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5315,Coldwell Lane - garages at,,Coldwell Lane,Kings Stanley,Stonehouse,,X: 381730,Y: 202975,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,5327,St Georges Avenue - garages at,,St Georges Avenue,Kings Stanley,Stonehouse,,X: 381045,Y: 203916,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,5401,Brimley - garages at,,Brimley,Leonard Stanley,Stonehouse,,X: 380920,Y: 203759,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5419,Wesley Road - garages at,,Wesley Road,Leonard Stanley,Stonehouse,,X: 380171,Y: 203412,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5801,The Hill - garages at,,The Hill,Randwick,Stroud,,X: 383038,Y: 206903,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5803,The Martins - garages at,,The Martins,Cashes Green,Stroud,,X: 382741,Y: 205892,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,5807,The Wordens - garages at,,The Wordens,Cashes Green,Stroud,,X:382801,Y: 205903,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6004,Wharfdale Way - garages at,,Wharfdale Way,Bridgend,Hardwicke,,X: 379651,Y: 213813,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6009,Burdett House - garages at,,Burdett Close,,Stonehouse,,X: 380997,Y: 205100,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,6011,Chestnut Avenue - garages at,,Chestnut Avenue,,Stonehouse,,X: 380611,Y: 205555,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,6013,Meadow Road - garages at,,Meadow Road,,Stonehouse,,X: 380575,Y: 205708,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,6021,Kings Road - garages at,,Kings Road,,Stonehouse,,X: 380728,Y: 206122,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6023,Festival Road - garages at,,Festival Road,,Stonehouse,,X: 386288,Y: 205384,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6025,Midland Road - garages at,,Midland road,,Stonehouse,,X: 379980,Y: 205693,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6031,Park Road - garages at,,Park Road,,Stonehouse,,X: 380143,Y: 205633,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6037,Willow Road  - garages at,,Willow Road,,Stonehouse,,,,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,6071,Hazelwood - garages at,,Paddock Rise,,Stonehouse,,,,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,6101,Ash Grove - garages at,,Ash Grove,Upton St Leonards,Gloucester,,X: 386348,Y: 215245,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,6201,The Close - garages at,,The Close,Whitminster,Gloucester,,X: 377665,Y: 208189,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7101,Bracelands - garages at,,Bracelands,Eastcombe,Stroud,,X: 389017,Y: 204163,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7109,Windyridge - garages at,,Windyridge,Bisley,Stroud,,X: 390273,Y: 206341,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7207,Court View - garages at,,Court View,France Lynch,Stroud,,X: 390179,Y: 203306,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7211,Frithwood Park - garages at,,Frithwood Park,Brownshill,Stroud,,X: 388785,Y: 203130,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7501,Albert Road - garages at,,Albert Road,Brimscombe,Stroud,,X: 386596,Y: 202343,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7519,Glebe Road - garages at,,Glebe Road,Minchinhampton,Stroud,,X: 387517,Y: 200959,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,7523,Syon Road - garages at,,Syon Road,Minchinhampton,Stroud,,X: 387593,Y: 200958,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7711,Bunting Hill - garages at,,Bunting Hill,Nailsworth,Stroud,,X: 384166,Y: 199802,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,7717,Lawnside - garages at,,Lawnside,Nailsworth,Stroud,,X: 384163,Y: 199838,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7721,Nortonwood - garages at,,Nortonwood,Nailsworth,Stroud,,X: 384004,Y: 200170,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7727,Tynings Road - garages at,,Tynings Road,Nailsworth,Stroud,,X: 384433,Y: 199792,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7733,West Tynings - garages at,,West Tynings,Nailsworth,Stroud,,X: 384442,Y: 199744,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7735,Woodpecker Walk - garages at,,Woodpecker Walk,Nailsworth,Stroud,,X: 384015,Y: 200311,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7739,Concord - garages at,,Newmarket Road,Nailsworth,Stroud,,,,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7747,Park Road - garages at,,Park Road,Nailsworth,Stroud,,X: 380140,Y: 205627,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7749,Ringfield Close - garages at,,Ringfield Close,Nailsworth,Stroud,,X: 385100,Y: 199275,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,7755,Newmarket Road - garages at,,Newmarket Road,Nailsworth,Stroud,,X: 384773,Y: 199451,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7903,Archway Gardens - garages at,,Archway Gardens,Paganhill,Stroud,,X: 383817,Y: 205700,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,7917,Keats Gardens - garages at,,Keats Gardens,Farmhill,Stroud,,X: 384307,Y: 206043,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7919,Mathews Way - garages at,,Mathews Way,Paganhill,Stroud,,X: 383962,Y: 205581,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,7927,Oak Tree  - garages at,,Matthews,Paganhill,Stroud,,,,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8101,Ashwell - garages at,,Ashwell,Painswick,Stroud,,X: 386616,Y: 209877,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,8103,Ashwell House - garages at,,Ashwell,Painswick,Stroud,,X: 386616,Y: 209877,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,8121,Upper Washwell - garages at,,Upper Washwell,Painswick,Stroud,,X: 386782,Y: 210164,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8123,White Horse Lane - garages at,,White Horse Lane,Painswick,Stroud,,X: 3867873,Y: 209765,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,8203,Fishers Way - garages at,,Fishers Way,Kingscourt,Stroud,,X: 384295,Y: 203625,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8313,Dudbridge Hill - garages at,,Dudbridge Hill,Rodborough,Stroud,,X: 383839,Y: 204578,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8317,Highfield Road - garages at,,Highfield Road,,Stroud,,X: 386052,Y: 204640,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,8321,Nouncells Cross - garages at,,Bisley Old Road,,Stroud,,X: 385805,Y: 205175,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,8323,Slad View - garages at,,Slad View,Gaineys Well,Stroud,,X: 385779,Y: 205269,Freehold,,,,,Vacant,Tenancy Agreement,Land & building
,8329,Summer Street - garages at,,Summer Street,,Stroud,,X: 386371,Y: 205363,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8333,Reservior Close - garages at,,Reservior Close,,Stroud,,X: 386484,Y: 205170,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8401,Dallaway - garages at,,Dallaway,Thrupp,Stroud,,X: 386479,Y: 202941,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8501,Capel Court - garages at,,Capel Court,Uplands,Stroud,,X: 385541,Y: 205825,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8517,John Bevan Close - garages at,,John Bevan Close,,Stroud,,X: 385739,Y: 205857,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8519,Grange View - garages at,,Grange View,,Stroud,,X: 385405,Y: 205927,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
,8703,Beech Grove - garages at,,Beech Grove,Woodchester,Stroud,,X: 384201,Y: 202780,Freehold,,,,,Part occupie,Tenancy Agreement,Land & building
,8713,Berrymore - garages at,,Berrymore,Woodchester,Stroud,,X: 383991,Y: 202815,Freehold,,,,,Occupied,Tenancy Agreement,Land & building
